,0
1948-01-01,-1.689573049545288
1948-02-01,-1.7722223997116089
1948-03-01,-1.9120674133300781
1948-04-01,-2.7180492877960205
1948-05-01,-2.041656255722046
1948-06-01,-1.7905503511428833
1948-07-01,-0.6886876225471497
1948-08-01,0.17437876760959625
1948-09-01,-0.19981713593006134
1948-10-01,-0.6974274516105652
1948-11-01,-1.693053960800171
1948-12-01,-2.7756597995758057
1949-01-01,-2.750394582748413
1949-02-01,-2.618213176727295
1949-03-01,-2.1822288036346436
1949-04-01,-0.5351523160934448
1949-05-01,-0.6462650299072266
1949-06-01,0.6910762786865234
1949-07-01,0.011577735655009747
1949-08-01,0.8295497298240662
1949-09-01,0.8936814665794373
1949-10-01,-0.30748647451400757
1949-11-01,-0.8477776646614075
1949-12-01,-0.9335261583328247
1950-01-01,-0.5116373896598816
1950-02-01,-0.08541706949472427
1950-03-01,0.022358572110533714
1950-04-01,0.0470317043364048
1950-05-01,0.3504478335380554
1950-06-01,-0.3859436810016632
1950-07-01,-0.061869338154792786
1950-08-01,0.5774716734886169
1950-09-01,-0.8048316240310669
1950-10-01,-1.136531114578247
1950-11-01,-0.8156632781028748
1950-12-01,0.684450626373291
1951-01-01,-0.5223169326782227
1951-02-01,-0.8329430222511292
1951-03-01,0.3218194544315338
1951-04-01,-1.273937702178955
1951-05-01,0.8503159284591675
1951-06-01,0.10989948362112045
1951-07-01,0.9524852633476257
1951-08-01,1.9524714946746826
1951-09-01,1.1576203107833862
1951-10-01,0.47292956709861755
1951-11-01,0.8575815558433533
1951-12-01,0.044654108583927155
1952-01-01,0.39342939853668213
1952-02-01,0.8407073020935059
1952-03-01,0.8734301924705505
1952-04-01,-0.7761409282684326
1952-05-01,-0.7928330302238464
1952-06-01,0.2555900812149048
1952-07-01,0.5483944416046143
1952-08-01,0.984673798084259
1952-09-01,-0.4605555236339569
1952-10-01,0.5874943733215332
1952-11-01,-0.5335388779640198
1952-12-01,1.097084403038025
1953-01-01,0.4711069166660309
1953-02-01,0.4003428816795349
1953-03-01,0.012569327838718891
1953-04-01,0.026781486347317696
1953-05-01,0.801300048828125
1953-06-01,-0.07357863336801529
1953-07-01,-0.42195364832878113
1953-08-01,0.3150673806667328
1953-09-01,1.2554062604904175
1953-10-01,0.539678692817688
1953-11-01,0.41099604964256287
1953-12-01,0.68593430519104
1954-01-01,-0.28592202067375183
1954-02-01,-0.009463965892791748
1954-03-01,-0.16514812409877777
1954-04-01,-1.2669020891189575
1954-05-01,-0.7344133257865906
1954-06-01,-0.30564790964126587
1954-07-01,-0.877577543258667
1954-08-01,1.2613050937652588
1954-09-01,1.6449183225631714
1954-10-01,-0.6185601949691772
1954-11-01,-1.1048215627670288
1954-12-01,-1.1784638166427612
1955-01-01,-0.5326949954032898
1955-02-01,-1.162917971611023
1955-03-01,-1.0135947465896606
1955-04-01,-1.2756741046905518
1955-05-01,-1.9099526405334473
1955-06-01,-0.8755958676338196
1955-07-01,0.691612720489502
1955-08-01,1.2474879026412964
1955-09-01,1.9675318002700806
1955-10-01,-0.21595750749111176
1955-11-01,-1.3963972330093384
1955-12-01,-0.3997722864151001
1956-01-01,-1.0069714784622192
1956-02-01,-1.4137247800827026
1956-03-01,-0.9176508784294128
1956-04-01,-0.9215355515480042
1956-05-01,-1.4040040969848633
1956-06-01,-2.6356091499328613
1956-07-01,-0.2892129719257355
1956-08-01,0.9462010860443115
1956-09-01,0.8917611837387085
1956-10-01,-0.37569600343704224
1956-11-01,-1.523371934890747
1956-12-01,-2.2222137451171875
1957-01-01,-2.0400071144104004
1957-02-01,-1.6363341808319092
1957-03-01,-1.6882551908493042
1957-04-01,-1.68839430809021
1957-05-01,-1.150003433227539
1957-06-01,-0.4973098337650299
1957-07-01,0.6989495754241943
1957-08-01,1.5486650466918945
1957-09-01,1.6117466688156128
1957-10-01,1.0452479124069214
1957-11-01,0.01982038840651512
1957-12-01,0.619540810585022
1958-01-01,1.0196003913879395
1958-02-01,0.08145447820425034
1958-03-01,0.6058906316757202
1958-04-01,1.5752711296081543
1958-05-01,1.2712795734405518
1958-06-01,0.6496202945709229
1958-07-01,1.5085734128952026
1958-08-01,0.8032437562942505
1958-09-01,1.2154697179794312
1958-10-01,0.8230328559875488
1958-11-01,-0.35016950964927673
1958-12-01,0.8465686440467834
1959-01-01,0.2637600004673004
1959-02-01,-0.8957176208496094
1959-03-01,-0.7719447612762451
1959-04-01,-0.26826539635658264
1959-05-01,0.04719287529587746
1959-06-01,0.5833858251571655
1959-07-01,1.58233642578125
1959-08-01,1.1133968830108643
1959-09-01,-0.25712066888809204
1959-10-01,0.3411753177642822
1959-11-01,-1.7745347023010254
1959-12-01,-1.641069769859314
1960-01-01,-0.6172900199890137
1960-02-01,-0.9307809472084045
1960-03-01,-1.3282747268676758
1960-04-01,-0.7050548195838928
1960-05-01,-1.027151107788086
1960-06-01,-0.23374857008457184
1960-07-01,0.3605489134788513
1960-08-01,1.4578951597213745
1960-09-01,0.5440148115158081
1960-10-01,1.6795134544372559
1960-11-01,-0.8559251427650452
1960-12-01,-0.799645721912384
1961-01-01,-0.6209433674812317
1961-02-01,-2.06235671043396
1961-03-01,-0.8097302913665771
1961-04-01,-0.5922479629516602
1961-05-01,-0.42467978596687317
1961-06-01,-0.408931165933609
1961-07-01,-0.21901805698871613
1961-08-01,0.6624563932418823
1961-09-01,0.795343279838562
1961-10-01,-0.48680591583251953
1961-11-01,-1.6084507703781128
1961-12-01,-1.7566261291503906
1962-01-01,-1.5605031251907349
1962-02-01,-0.8541841506958008
1962-03-01,-1.3052738904953003
1962-04-01,-1.2864512205123901
1962-05-01,-1.4060627222061157
1962-06-01,-2.051286458969116
1962-07-01,-1.3066004514694214
1962-08-01,0.9771432280540466
1962-09-01,0.9554592967033386
1962-10-01,-0.42218834161758423
1962-11-01,0.22518691420555115
1962-12-01,-0.20695997774600983
1963-01-01,-0.8838268518447876
1963-02-01,-0.7986239790916443
1963-03-01,-1.549896478652954
1963-04-01,-1.0618877410888672
1963-05-01,-1.991936445236206
1963-06-01,-0.8167091608047485
1963-07-01,-0.5033583045005798
1963-08-01,1.1545554399490356
1963-09-01,2.5405545234680176
1963-10-01,2.1407361030578613
1963-11-01,-0.05467674136161804
1963-12-01,-0.8247666358947754
1964-01-01,-0.5400052070617676
1964-02-01,-0.22853316366672516
1964-03-01,-0.982467770576477
1964-04-01,-0.752850353717804
1964-05-01,-1.096009373664856
1964-06-01,-1.2624908685684204
1964-07-01,-0.4129441976547241
1964-08-01,0.4834963083267212
1964-09-01,-0.34239035844802856
1964-10-01,-0.9963735342025757
1964-11-01,-2.188854694366455
1964-12-01,-1.806183934211731
1965-01-01,-1.2785465717315674
1965-02-01,-1.1381232738494873
1965-03-01,-1.6390142440795898
1965-04-01,-0.7278232574462891
1965-05-01,-0.29447656869888306
1965-06-01,-0.6946402788162231
1965-07-01,0.5026149749755859
1965-08-01,-0.4354035556316376
1965-09-01,1.5292130708694458
1965-10-01,1.5100624561309814
1965-11-01,-0.13307414948940277
1965-12-01,-1.3495559692382812
1966-01-01,-0.5633277297019958
1966-02-01,-0.4670834541320801
1966-03-01,-0.9842053651809692
1966-04-01,-0.692711353302002
1966-05-01,0.05984719470143318
1966-06-01,0.07631377875804901
1966-07-01,0.15509706735610962
1966-08-01,0.2976349890232086
1966-09-01,0.20906388759613037
1966-10-01,0.687143087387085
1966-11-01,0.6232006549835205
1966-12-01,-0.10254066437482834
1967-01-01,-1.4936909675598145
1967-02-01,-0.8845204710960388
1967-03-01,-0.6255342364311218
1967-04-01,-0.7146115899085999
1967-05-01,-0.5812068581581116
1967-06-01,-0.3666283190250397
1967-07-01,0.014818758703768253
1967-08-01,-0.442008376121521
1967-09-01,-0.1305464804172516
1967-10-01,-0.07475069910287857
1967-11-01,0.4618452489376068
1967-12-01,-1.9171206951141357
1968-01-01,-2.4196226596832275
1968-02-01,-0.7282493710517883
1968-03-01,-1.8631770610809326
1968-04-01,-1.5999222993850708
1968-05-01,-2.2254607677459717
1968-06-01,-1.721598744392395
1968-07-01,-0.2551673650741577
1968-08-01,1.1083399057388306
1968-09-01,1.4289578199386597
1968-10-01,2.154853343963623
1968-11-01,0.45760923624038696
1968-12-01,-1.1337952613830566
1969-01-01,-0.7910310626029968
1969-02-01,0.29760032892227173
1969-03-01,0.5435311198234558
1969-04-01,0.6441550254821777
1969-05-01,0.33883121609687805
1969-06-01,1.09707772731781
1969-07-01,-0.037141673266887665
1969-08-01,1.0562549829483032
1969-09-01,1.7041484117507935
1969-10-01,1.2629352807998657
1969-11-01,1.3829001188278198
1969-12-01,0.20472969114780426
1970-01-01,0.030131377279758453
1970-02-01,-0.4624805450439453
1970-03-01,-0.893163800239563
1970-04-01,-0.6780257225036621
1970-05-01,-0.4716370701789856
1970-06-01,0.11766527593135834
1970-07-01,0.3583485782146454
1970-08-01,0.4381150007247925
1970-09-01,1.067330241203308
1970-10-01,1.749452829360962
1970-11-01,0.31808310747146606
1970-12-01,-0.6281536817550659
1971-01-01,-0.4822913706302643
1971-02-01,-1.4548190832138062
1971-03-01,-0.829932451248169
1971-04-01,-1.0484193563461304
1971-05-01,-0.7527498006820679
1971-06-01,0.03527219593524933
1971-07-01,0.5933375954627991
1971-08-01,-0.589089572429657
1971-09-01,0.02893572300672531
1971-10-01,-1.3695268630981445
1971-11-01,-1.3770021200180054
1971-12-01,-1.1483234167099
1972-01-01,-1.3106693029403687
1972-02-01,-0.7667354941368103
1972-03-01,-0.697692334651947
1972-04-01,-0.49152201414108276
1972-05-01,-0.09083794057369232
1972-06-01,0.16920419037342072
1972-07-01,0.9158156514167786
1972-08-01,1.192406177520752
1972-09-01,0.43727391958236694
1972-10-01,0.30626237392425537
1972-11-01,1.8607829809188843
1972-12-01,0.3114563822746277
1973-01-01,0.09100770205259323
1973-02-01,0.749252438545227
1973-03-01,0.9820520281791687
1973-04-01,0.8974900841712952
1973-05-01,0.3128971457481384
1973-06-01,0.72697913646698
1973-07-01,1.1436759233474731
1973-08-01,0.4497731924057007
1973-09-01,-0.8189073204994202
1973-10-01,0.5374100804328918
1973-11-01,0.23789502680301666
1973-12-01,-1.1400429010391235
1974-01-01,-1.3151150941848755
1974-02-01,-0.8941453695297241
1974-03-01,-0.4267427921295166
1974-04-01,-1.3670164346694946
1974-05-01,-1.3931728601455688
1974-06-01,-0.49133145809173584
1974-07-01,-0.9449439644813538
1974-08-01,-0.5246292948722839
1974-09-01,-0.27494582533836365
1974-10-01,-1.264953374862671
1974-11-01,0.09968390315771103
1974-12-01,-1.104603886604309
1975-01-01,-1.2393168210983276
1975-02-01,-0.7927672863006592
1975-03-01,-0.8292281031608582
1975-04-01,-0.37420085072517395
1975-05-01,-0.2664951682090759
1975-06-01,-0.05290829390287399
1975-07-01,-1.6819756031036377
1975-08-01,-1.4139262437820435
1975-09-01,-1.6682971715927124
1975-10-01,-1.9571677446365356
1975-11-01,0.21361476182937622
1975-12-01,-0.8969935774803162
1976-01-01,-0.8065420389175415
1976-02-01,-0.23075248301029205
1976-03-01,-0.780775249004364
1976-04-01,-0.46979787945747375
1976-05-01,-0.501915454864502
1976-06-01,-0.28696316480636597
1976-07-01,-0.9468320608139038
1976-08-01,-1.1331710815429688
1976-09-01,-0.5201464295387268
1976-10-01,-0.5145207643508911
1976-11-01,-0.727171003818512
1976-12-01,-0.9977471232414246
1977-01-01,-0.019185349345207214
1977-02-01,-0.8691394329071045
1977-03-01,-0.5421907305717468
1977-04-01,-0.8785138726234436
1977-05-01,-2.067744493484497
1977-06-01,-0.9081401228904724
1977-07-01,0.30596816539764404
1977-08-01,0.25338804721832275
1977-09-01,0.39842939376831055
1977-10-01,-0.4669555723667145
1977-11-01,1.452993392944336
1977-12-01,0.4154614210128784
1978-01-01,0.06462433934211731
1978-02-01,0.6790521740913391
1978-03-01,0.05436986684799194
1978-04-01,-0.10609657317399979
1978-05-01,-0.03683831915259361
1978-06-01,-0.23595038056373596
1978-07-01,0.0846940204501152
1978-08-01,-2.930551290512085
1978-09-01,-0.09170195460319519
1978-10-01,-0.24514222145080566
1978-11-01,-0.2507486045360565
1978-12-01,0.2420715093612671
1979-01-01,0.17422837018966675
1979-02-01,0.2541794180870056
1979-03-01,-0.1897282749414444
1979-04-01,-0.2207234799861908
1979-05-01,0.854421854019165
1979-06-01,-0.4369600713253021
1979-07-01,0.3477669358253479
1979-08-01,0.16025063395500183
1979-09-01,-1.3079466819763184
1979-10-01,-0.5921828746795654
1979-11-01,0.22404536604881287
1979-12-01,-0.2077692449092865
1980-01-01,0.3880896270275116
1980-02-01,1.146782636642456
1980-03-01,-0.20617295801639557
1980-04-01,0.4205522835254669
1980-05-01,-0.15842300653457642
1980-06-01,-0.2136007398366928
1980-07-01,0.9831783771514893
1980-08-01,-0.0356258898973465
1980-09-01,0.09391088038682938
1980-10-01,-0.06089800223708153
1980-11-01,-0.10812799632549286
1980-12-01,0.4902799427509308
1981-01-01,0.6886250376701355
1981-02-01,0.6513307690620422
1981-03-01,1.211632251739502
1981-04-01,0.03443163260817528
1981-05-01,0.36294227838516235
1981-06-01,0.413871705532074
1981-07-01,-2.080821990966797
1981-08-01,0.6351258754730225
1981-09-01,-0.5511310696601868
1981-10-01,0.6178701519966125
1981-11-01,1.0171462297439575
1981-12-01,0.7118741273880005
1982-01-01,0.7023584246635437
1982-02-01,0.3101586103439331
1982-03-01,0.29041942954063416
1982-04-01,-0.2096838802099228
1982-05-01,-0.26348865032196045
1982-06-01,0.7691702246665955
1982-07-01,0.44645458459854126
1982-08-01,-0.8200284838676453
1982-09-01,-0.5949080586433411
1982-10-01,0.22060342133045197
1982-11-01,0.6580849885940552
1982-12-01,0.9595382213592529
1983-01-01,1.7315549850463867
1983-02-01,1.2330243587493896
1983-03-01,2.3068857192993164
1983-04-01,2.1212124824523926
1983-05-01,1.647179126739502
1983-06-01,1.1028506755828857
1983-07-01,1.5299522876739502
1983-08-01,-0.10483217984437943
1983-09-01,0.015503296628594398
1983-10-01,-0.985583484172821
1983-11-01,0.07962848991155624
1983-12-01,0.2629775106906891
1984-01-01,-0.013449379242956638
1984-02-01,-0.15782329440116882
1984-03-01,0.6358044147491455
1984-04-01,0.3733624517917633
1984-05-01,0.811890184879303
1984-06-01,0.31824976205825806
1984-07-01,-0.4563189148902893
1984-08-01,-0.9969174861907959
1984-09-01,-1.439453363418579
1984-10-01,-0.4709492623806
1984-11-01,-0.6714198589324951
1984-12-01,-1.1618931293487549
1985-01-01,0.5041133165359497
1985-02-01,-0.8695618510246277
1985-03-01,-0.3164578676223755
1985-04-01,0.3027089536190033
1985-05-01,0.13020320236682892
1985-06-01,-1.6796094179153442
1985-07-01,-0.5668444633483887
1985-08-01,-1.613619327545166
1985-09-01,-1.4727221727371216
1985-10-01,-1.9746218919754028
1985-11-01,-2.045596122741699
1985-12-01,0.0730169340968132
1986-01-01,-0.2447078824043274
1986-02-01,0.2533479928970337
1986-03-01,-1.104468822479248
1986-04-01,-0.7450271844863892
1986-05-01,0.06325197219848633
1986-06-01,-1.5711874961853027
1986-07-01,-1.6727579832077026
1986-08-01,0.39531710743904114
1986-09-01,-1.3068422079086304
1986-10-01,-1.989949107170105
1986-11-01,-1.924978256225586
1986-12-01,-0.08068568259477615
1987-01-01,-0.10348238795995712
1987-02-01,-0.7497653961181641
1987-03-01,0.6305545568466187
1987-04-01,0.27542024850845337
1987-05-01,0.43685731291770935
1987-06-01,-0.014796447940170765
1987-07-01,2.9664018154144287
1987-08-01,0.47039639949798584
1987-09-01,0.6827506422996521
1987-10-01,1.47529137134552
1987-11-01,0.7927147746086121
1987-12-01,0.9494898319244385
1988-01-01,0.38156476616859436
1988-02-01,0.3204841613769531
1988-03-01,0.08419059962034225
1988-04-01,0.5921047329902649
1988-05-01,-0.019289985299110413
1988-06-01,-0.13886535167694092
1988-07-01,-1.7472457885742188
1988-08-01,0.1230073869228363
1988-09-01,-0.13182665407657623
1988-10-01,-0.09633558243513107
1988-11-01,0.2934782803058624
1988-12-01,-0.1602489948272705
1989-01-01,-0.6202526688575745
1989-02-01,-0.23366911709308624
1989-03-01,-0.11468464136123657
1989-04-01,-0.3190147578716278
1989-05-01,-1.4222676753997803
1989-06-01,0.1298454999923706
1989-07-01,-1.8338873386383057
1989-08-01,-0.6985250115394592
1989-09-01,-0.3533596992492676
1989-10-01,-0.5672659277915955
1989-11-01,0.35997897386550903
1989-12-01,1.2821508646011353
1990-01-01,-0.2222793847322464
1990-02-01,0.5475422739982605
1990-03-01,0.22360743582248688
1990-04-01,0.6962201595306396
1990-05-01,-0.424360066652298
1990-06-01,0.264613538980484
1990-07-01,-0.4549548625946045
1990-08-01,-0.618278980255127
1990-09-01,-1.2359243631362915
1990-10-01,0.4457440674304962
1990-11-01,0.29234233498573303
1990-12-01,0.1688859760761261
1991-01-01,1.2576782703399658
1991-02-01,0.35032767057418823
1991-03-01,0.5052242875099182
1991-04-01,-0.26582473516464233
1991-05-01,0.540259838104248
1991-06-01,0.41985371708869934
1991-07-01,-1.0197476148605347
1991-08-01,-1.9267582893371582
1991-09-01,-0.7499096393585205
1991-10-01,-1.7338939905166626
1991-11-01,0.06969031691551208
1991-12-01,0.17010468244552612
1992-01-01,0.6329903602600098
1992-02-01,0.47241050004959106
1992-03-01,0.4054298400878906
1992-04-01,0.9460732936859131
1992-05-01,0.8315784335136414
1992-06-01,0.7188925743103027
1992-07-01,-1.4600807428359985
1992-08-01,-1.3286268711090088
1992-09-01,-0.7915812134742737
1992-10-01,-0.763103723526001
1992-11-01,-0.9527496099472046
1992-12-01,-0.42203187942504883
1993-01-01,-0.8364911079406738
1993-02-01,-0.3331631124019623
1993-03-01,-0.646617591381073
1993-04-01,-0.11200723797082901
1993-05-01,0.1348644345998764
1993-06-01,-0.8555489182472229
1993-07-01,0.1824413388967514
1993-08-01,-1.5577068328857422
1993-09-01,-0.6531214714050293
1993-10-01,-0.2925703525543213
1993-11-01,0.40707898139953613
1993-12-01,0.972163736820221
1994-01-01,0.046729229390621185
1994-02-01,-0.8321082592010498
1994-03-01,-0.9464259743690491
1994-04-01,-0.8192461133003235
1994-05-01,-0.23487058281898499
1994-06-01,-0.832038938999176
1994-07-01,-0.4417528808116913
1994-08-01,-0.6673706769943237
1994-09-01,-0.2630665600299835
1994-10-01,-0.012264673598110676
1994-11-01,0.5069923400878906
1994-12-01,0.8843150734901428
1995-01-01,0.30803847312927246
1995-02-01,1.1006830930709839
1995-03-01,0.7445131540298462
1995-04-01,0.5330070853233337
1995-05-01,-0.01652185246348381
1995-06-01,0.3227614760398865
1995-07-01,0.9719611406326294
1995-08-01,0.9767260551452637
1995-09-01,-0.3621326684951782
1995-10-01,-0.17799609899520874
1995-11-01,0.08728916943073273
1995-12-01,-0.049182139337062836
1996-01-01,0.2961738407611847
1996-02-01,-0.2580213248729706
1996-03-01,0.17987076938152313
1996-04-01,-0.302154004573822
1996-05-01,0.17178969085216522
1996-06-01,-0.8554444313049316
1996-07-01,-1.6018308401107788
1996-08-01,0.0815524011850357
1996-09-01,0.09756628423929214
1996-10-01,-0.2887042760848999
1996-11-01,-0.7068021893501282
1996-12-01,-0.8235334753990173
1997-01-01,0.28521379828453064
1997-02-01,-0.5551724433898926
1997-03-01,0.40936726331710815
1997-04-01,0.20841282606124878
1997-05-01,0.002454018220305443
1997-06-01,1.9695203304290771
1997-07-01,0.7145525813102722
1997-08-01,0.3935606777667999
1997-09-01,2.4555671215057373
1997-10-01,3.0486338138580322
1997-11-01,2.6464078426361084
1997-12-01,1.8472685813903809
1998-01-01,1.761504054069519
1998-02-01,2.525424003601074
1998-03-01,1.7428640127182007
1998-04-01,2.4830877780914307
1998-05-01,0.18870139122009277
1998-06-01,-0.4048374593257904
1998-07-01,0.531847357749939
1998-08-01,1.5231860876083374
1998-09-01,1.444043755531311
1998-10-01,0.5136936902999878
1998-11-01,1.277777075767517
1998-12-01,0.9769181609153748
1999-01-01,0.5808055996894836
1999-02-01,0.48623600602149963
1999-03-01,0.25255319476127625
1999-04-01,-1.4962425231933594
1999-05-01,-0.5695033073425293
1999-06-01,-0.49154046177864075
1999-07-01,-2.0310583114624023
1999-08-01,-2.454545497894287
1999-09-01,-0.6675642132759094
1999-10-01,-2.021785259246826
1999-11-01,-1.7129303216934204
1999-12-01,0.08008354902267456
2000-01-01,0.2442941665649414
2000-02-01,-0.25691166520118713
2000-03-01,-0.2624076008796692
2000-04-01,-0.10956957936286926
2000-05-01,0.014861534349620342
2000-06-01,-0.11786707490682602
2000-07-01,-2.245512008666992
2000-08-01,-0.7423621416091919
2000-09-01,-0.7556641101837158
2000-10-01,-0.7465853691101074
2000-11-01,-1.0039234161376953
2000-12-01,-0.7624387741088867
2001-01-01,-0.44908514618873596
2001-02-01,-0.4658229351043701
2001-03-01,0.39275503158569336
2001-04-01,0.08926863968372345
2001-05-01,0.833552896976471
2001-06-01,-2.016648530960083
2001-07-01,-0.2782113254070282
2001-08-01,-0.9483380317687988
2001-09-01,-1.4094759225845337
2001-10-01,0.3826010823249817
2001-11-01,0.8308559060096741
2001-12-01,0.633529543876648
2002-01-01,0.3321533799171448
2002-02-01,0.78147953748703
2002-03-01,0.5250820517539978
2002-04-01,0.28071925044059753
2002-05-01,0.5411320924758911
2002-06-01,-0.5917750597000122
2002-07-01,0.034725774079561234
2002-08-01,-0.027268296107649803
2002-09-01,0.1328526735305786
2002-10-01,-0.02771957963705063
2002-11-01,-0.5167458653450012
2002-12-01,0.8486014604568481
2003-01-01,1.3054171800613403
2003-02-01,0.6872187256813049
2003-03-01,0.7819480895996094
2003-04-01,0.4473218321800232
2003-05-01,0.33740928769111633
2003-06-01,0.9572681784629822
2003-07-01,-0.4871123433113098
2003-08-01,-1.1981546878814697
2003-09-01,-0.5825643539428711
2003-10-01,0.21380232274532318
2003-11-01,0.8993039727210999
2003-12-01,0.6699079275131226
2004-01-01,0.9570411443710327
2004-02-01,0.20572644472122192
2004-03-01,0.47452548146247864
2004-04-01,1.110059142112732
2004-05-01,0.3488660454750061
2004-06-01,-0.5869534015655518
2004-07-01,-0.17763926088809967
2004-08-01,-0.8179610371589661
2004-09-01,-0.2345450222492218
2004-10-01,1.140236496925354
2004-11-01,0.9969453811645508
2004-12-01,1.065176248550415
2005-01-01,1.122188687324524
2005-02-01,1.1940019130706787
2005-03-01,1.3820054531097412
2005-04-01,1.2943907976150513
2005-05-01,1.3165709972381592
2005-06-01,1.4431365728378296
2005-07-01,-0.04301788657903671
2005-08-01,0.9841578602790833
2005-09-01,0.3358231782913208
2005-10-01,0.6778181791305542
2005-11-01,0.8403016328811646
2005-12-01,0.6549702286720276
2006-01-01,0.45420053601264954
2006-02-01,1.0109145641326904
2006-03-01,0.6441943049430847
2006-04-01,0.5508226156234741
2006-05-01,-1.1705610752105713
2006-06-01,0.722359299659729
2006-07-01,0.9532100558280945
2006-08-01,0.017703168094158173
2006-09-01,-0.49721622467041016
2006-10-01,0.30906030535697937
2006-11-01,0.9410319924354553
2006-12-01,1.194427490234375
2007-01-01,1.1271252632141113
2007-02-01,1.2458877563476562
2007-03-01,0.3873251676559448
2007-04-01,0.9092189073562622
2007-05-01,0.40199342370033264
2007-06-01,0.21600796282291412
2007-07-01,0.5516391396522522
2007-08-01,-0.46253645420074463
2007-09-01,-1.1614482402801514
2007-10-01,-0.7023617029190063
2007-11-01,-0.3918975293636322
2007-12-01,0.034046951681375504
2008-01-01,0.6682686805725098
2008-02-01,0.4252348244190216
2008-03-01,0.19334611296653748
2008-04-01,0.9517213702201843
2008-05-01,0.6911805272102356
2008-06-01,0.1658456176519394
2008-07-01,0.5800352692604065
2008-08-01,-0.7828986644744873
2008-09-01,-1.596651315689087
2008-10-01,-0.530897319316864
2008-11-01,0.39110851287841797
2008-12-01,0.5858599543571472
2009-01-01,0.6107511520385742
2009-02-01,0.45379769802093506
2009-03-01,0.6192697882652283
2009-04-01,1.0776474475860596
2009-05-01,1.4603708982467651
2009-06-01,1.3683003187179565
2009-07-01,0.8621640801429749
2009-08-01,-0.24407540261745453
2009-09-01,-0.7588614225387573
2009-10-01,0.1338716298341751
2009-11-01,0.8385165929794312
2009-12-01,1.5196317434310913
2010-01-01,1.330019474029541
2010-02-01,2.324967622756958
2010-03-01,1.7190781831741333
2010-04-01,1.6111648082733154
2010-05-01,1.552322268486023
2010-06-01,1.7271735668182373
2010-07-01,0.6220459342002869
2010-08-01,-0.5109036564826965
2010-09-01,-0.40919792652130127
2010-10-01,-0.3665081262588501
2010-11-01,-0.5239197015762329
2010-12-01,0.25985607504844666
2011-01-01,0.9644564986228943
2011-02-01,0.7415116429328918
2011-03-01,0.6756812334060669
2011-04-01,1.0157719850540161
2011-05-01,0.8503103256225586
2011-06-01,1.7139410972595215
2011-07-01,0.8953808546066284
2011-08-01,-0.331745982170105
2011-09-01,-0.5670265555381775
2011-10-01,-0.42804890871047974
2011-11-01,0.28418922424316406
2011-12-01,0.7843900918960571
2012-01-01,0.5594605207443237
2012-02-01,0.28068721294403076
2012-03-01,0.09259290993213654
2012-04-01,0.993871808052063
2012-05-01,0.8768754005432129
2012-06-01,0.7085070013999939
2012-07-01,0.0797804519534111
2012-08-01,-0.9699931144714355
2012-09-01,-1.4655933380126953
2012-10-01,-0.42431989312171936
2012-11-01,0.9509813189506531
2012-12-01,1.0579699277877808
2013-01-01,1.2150791883468628
2013-02-01,1.213355541229248
2013-03-01,1.4774249792099
2013-04-01,1.2527624368667603
2013-05-01,1.828768014907837
2013-06-01,2.0435242652893066
2013-07-01,0.10564916580915451
2013-08-01,-0.8854219317436218
2013-09-01,-0.45086637139320374
2013-10-01,0.6053549647331238
2013-11-01,0.25061431527137756
2013-12-01,0.9780020117759705
2014-01-01,0.8973533511161804
2014-02-01,1.0669976472854614
2014-03-01,1.1673805713653564
2014-04-01,1.1159758567810059
2014-05-01,1.6701879501342773
2014-06-01,1.7454330921173096
2014-07-01,0.27369916439056396
2014-08-01,-0.8473590016365051
2014-09-01,0.045204613357782364
2014-10-01,-0.17485785484313965
2014-11-01,0.7725978493690491
2014-12-01,1.1689163446426392
2015-01-01,0.2652570903301239
2015-02-01,1.0709233283996582
2015-03-01,1.1264549493789673
2015-04-01,1.06596040725708
2015-05-01,1.4816044569015503
2015-06-01,1.115557074546814
2015-07-01,1.2685110569000244
2015-08-01,0.4928930997848511
2015-09-01,0.6967823505401611
2015-10-01,1.186402678489685
2015-11-01,1.4257752895355225
2015-12-01,1.2249243259429932
2016-01-01,2.599327325820923
2016-02-01,2.039097547531128
2016-03-01,2.3944056034088135
2016-04-01,1.4077227115631104
2016-05-01,1.1774436235427856
2016-06-01,0.054115504026412964
2016-07-01,1.5008350610733032
2016-08-01,0.9260938167572021
2016-09-01,-0.913762629032135
2016-10-01,-0.16446004807949066
2016-11-01,1.037453532218933
2016-12-01,0.9706800580024719
2017-01-01,1.0454963445663452
2017-02-01,1.260021686553955
2017-03-01,1.4330025911331177
2017-04-01,1.5189632177352905
2017-05-01,1.994665265083313
2017-06-01,1.98045015335083
2017-07-01,0.4154530167579651
2017-08-01,0.5950101613998413
2017-09-01,-0.023152969777584076
2017-10-01,-0.06521781533956528
